1692566553.601728916168213, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566553.701359987258911, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566553.801578998565674, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566553.912012100219727, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566554.000324964523315, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566554.101818084716797, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566554.201999902725220, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566554.294862031936646, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566554.399656057357788, 37.253820833333336, -80.400720500000006, 630.500000000000000
1692566554.499891042709351, 37.253820666666670, -80.400720500000006, 630.500000000000000
1692566554.598274946212769, 37.253820666666670, -80.400720333333339, 630.500000000000000
1692566554.699352025985718, 37.253820500000003, -80.400720000000007, 630.500000000000000
1692566554.800455093383789, 37.253820500000003, -80.400719833333326, 630.500000000000000
1692566554.908157110214233, 37.253820333333330, -80.400719499999994, 630.500000000000000
1692566555.003732919692993, 37.253820166666664, -80.400719166666661, 630.500000000000000
1692566555.101633071899414, 37.253819999999997, -80.400718666666663, 630.500000000000000
1692566555.195935964584351, 37.253819833333331, -80.400718166666664, 630.500000000000000
1692566555.301218986511230, 37.253819499999999, -80.400717666666665, 630.500000000000000
1692566555.402117013931274, 37.253819333333333, -80.400717000000000, 630.500000000000000
1692566555.500520944595337, 37.253819000000000, -80.400716333333335, 630.500000000000000
1692566555.600502967834473, 37.253818666666668, -80.400715666666670, 630.500000000000000
1692566555.701009035110474, 37.253818333333335, -80.400714833333339, 630.500000000000000
1692566555.800003051757812, 37.253818000000003, -80.400713999999994, 630.500000000000000
1692566555.908843994140625, 37.253817499999997, -80.400713166666662, 630.500000000000000
1692566556.002037048339844, 37.253817166666664, -80.400712166666665, 630.500000000000000
1692566556.098211050033569, 37.253816833333332, -80.400711166666667, 630.500000000000000
1692566556.202358007431030, 37.253816333333333, -80.400710333333336, 630.500000000000000
1692566556.302206993103027, 37.253815833333334, -80.400709166666672, 630.500000000000000
1692566556.400374889373779, 37.253815333333336, -80.400708166666661, 630.500000000000000
1692566556.503412008285522, 37.253814833333337, -80.400706999999997, 630.500000000000000
1692566556.601496934890747, 37.253814333333331, -80.400705833333333, 630.500000000000000
1692566556.700046062469482, 37.253813833333332, -80.400704500000003, 630.600000000000023
1692566556.800486087799072, 37.253813333333333, -80.400703166666673, 630.500000000000000
1692566556.907032966613770, 37.253812833333335, -80.400701999999995, 630.500000000000000
1692566556.996468067169189, 37.253812166666670, -80.400700666666665, 630.600000000000023
1692566557.100411891937256, 37.253811666666664, -80.400699333333336, 630.600000000000023
1692566557.200481891632080, 37.253811166666665, -80.400697833333339, 630.500000000000000
1692566557.302320003509521, 37.253810666666666, -80.400696333333329, 630.600000000000023
1692566557.401289939880371, 37.253810166666668, -80.400694999999999, 630.600000000000023
1692566557.501324892044067, 37.253809500000003, -80.400693666666669, 630.600000000000023
1692566557.600182056427002, 37.253808999999997, -80.400692166666673, 630.600000000000023
1692566557.699707984924316, 37.253808499999998, -80.400690666666662, 630.600000000000023
1692566557.799355983734131, 37.253807833333333, -80.400689000000000, 630.600000000000023
1692566557.901727914810181, 37.253807333333334, -80.400687500000004, 630.600000000000023
1692566558.003030061721802, 37.253806833333336, -80.400685999999993, 630.600000000000023
1692566558.101635932922363, 37.253806166666664, -80.400684333333331, 630.600000000000023
1692566558.199944972991943, 37.253805499999999, -80.400682833333335, 630.600000000000023
1692566558.300090074539185, 37.253804833333334, -80.400681166666672, 630.600000000000023
1692566558.400420904159546, 37.253804166666669, -80.400679666666662, 630.600000000000023
1692566558.501013994216919, 37.253803666666670, -80.400677999999999, 630.600000000000023
1692566558.601479053497314, 37.253802999999998, -80.400676333333337, 630.600000000000023
1692566558.701744079589844, 37.253802333333333, -80.400674833333326, 630.600000000000023
1692566558.796457052230835, 37.253801666666668, -80.400673166666664, 630.600000000000023
1692566558.908655881881714, 37.253801000000003, -80.400671500000001, 630.600000000000023
1692566559.002852916717529, 37.253800333333331, -80.400669833333339, 630.600000000000023
1692566559.102256059646606, 37.253799666666666, -80.400668166666662, 630.600000000000023
1692566559.201589107513428, 37.253799000000001, -80.400666500000000, 630.600000000000023
1692566559.303006887435913, 37.253798333333336, -80.400664833333337, 630.600000000000023
1692566559.401207923889160, 37.253797666666664, -80.400663166666661, 630.600000000000023
1692566559.502033948898315, 37.253796999999999, -80.400661499999998, 630.600000000000023
1692566559.603509902954102, 37.253796333333334, -80.400659666666670, 630.600000000000023
1692566559.697117090225220, 37.253795666666669, -80.400658000000007, 630.600000000000023
1692566559.801810979843140, 37.253794999999997, -80.400656333333330, 630.600000000000023
1692566559.912050962448120, 37.253794166666665, -80.400654500000002, 630.600000000000023
1692566560.003310918807983, 37.253793500000000, -80.400652833333339, 630.700000000000045
1692566560.103133916854858, 37.253792666666669, -80.400651166666663, 630.600000000000023
1692566560.203974008560181, 37.253791833333331, -80.400649500000000, 630.700000000000045
1692566560.301605939865112, 37.253791166666666, -80.400647666666671, 630.600000000000023
1692566560.403059005737305, 37.253790333333335, -80.400645833333328, 630.600000000000023
1692566560.504048109054565, 37.253789333333330, -80.400644000000000, 630.600000000000023
1692566560.597181081771851, 37.253788499999999, -80.400642000000005, 630.600000000000023
1692566560.701525926589966, 37.253787666666668, -80.400639999999996, 630.600000000000023
1692566560.801739931106567, 37.253786666666670, -80.400638333333333, 630.600000000000023
