1692566553.588056802749634, -0.000001223344966, -0.000000160765244, -0.000450580443893, 0.973032414544510, 0.026546568491965, 0.176139558540415, -0.146553935000632, 37.253820833331893, -80.400720500013790, 630.499549420401422
1692566553.688056230545044, -0.000170332045736, -0.000117515435481, -0.047073847683619, 0.973011937536760, 0.026456563432140, 0.176169721995786, -0.146669863006171, 37.253820832274570, -80.400720501919807, 630.452926152292093
1692566553.788045644760132, -0.000081753003932, -0.000336539495591, -0.078128616576371, 0.972995623343414, 0.026497100307333, 0.176298766082807, -0.146615707574409, 37.253820830301272, -80.400720500921437, 630.421871381994265
1692566553.907948970794678, -0.000305630180841, -0.000306012113939, -0.114247044163476, 0.972945663010659, 0.026490280075944, 0.176428711881187, -0.146792068975784, 37.253820830576309, -80.400720503444745, 630.385752954904206
1692566553.989101648330688, -0.000607190875699, -0.000488566438983, -0.138708730363851, 0.972960012323101, 0.026457799839223, 0.176376761739722, -0.146765245089249, 37.253820828931573, -80.400720506843626, 630.361291267644560
1692566554.087957143783569, -0.000507877440680, -0.000891223801804, -0.204191613546405, 0.972969394015654, 0.026560282554753, 0.176390716976470, -0.146667735592905, 37.253820825303812, -80.400720505724266, 630.295808384625843
1692566554.188033103942871, -0.000677362514525, -0.001071360355902, -0.283624436455589, 0.972935342751529, 0.026701868547320, 0.176578924460394, -0.146641441882769, 37.253820823680876, -80.400720507634517, 630.216375561327254
1692566554.287869215011597, -0.002134713488695, -0.001447318143565, -0.375941491358372, 0.972871292006905, 0.026604462658389, 0.176678904993093, -0.146963316123161, 37.253820820293669, -80.400720524060247, 630.124058508353414
1692566554.390226125717163, -0.005975399541480, -0.002776238324807, -0.489161229152064, 0.972845328857495, 0.025494288862771, 0.176802470946130, -0.147183197488289, 37.253820808320697, -80.400720567348429, 630.010838769354336
1692566554.489797592163086, -0.012696418497574, -0.011318572393694, -0.611989128435575, 0.972876779605325, 0.022958225699934, 0.176869410390373, -0.147312264410141, 37.253820731358154, -80.400720643100684, 629.888010869368145
1692566554.589007616043091, -0.017134547639013, -0.017550137130291, -0.753171813806200, 0.973073018561721, 0.016845961028145, 0.175931987927510, -0.147963001348622, 37.253820675214598, -80.400720693122622, 629.746828184954666
1692566554.688852310180664, -0.014650532784018, -0.026709683689669, -0.913507510325674, 0.973359480976616, 0.007720977169153, 0.173686155018405, -0.149481861305676, 37.253820592691241, -80.400720665125419, 629.586492486921429
1692566554.789798498153687, -0.010407374831711, -0.032151221427283, -1.094485349866611, 0.973508838312723, -0.009960464305114, 0.170036400416599, -0.152541644842334, 37.253820543665455, -80.400720617301005, 629.405514648822987
1692566554.890707731246948, -0.001804962387834, -0.041154515824672, -1.290294790269518, 0.973316073523498, -0.031830655400685, 0.165319456950023, -0.155923402833932, 37.253820462549847, -80.400720520343640, 629.209705207081697
1692566554.990767478942871, 0.009975946916474, -0.052145412472501, -1.497093024800345, 0.972546326233498, -0.057499662363463, 0.159241552029367, -0.159654502802435, 37.253820363526849, -80.400720387561606, 629.002906975335691
1692566555.090999603271484, 0.028017021606106, -0.062621039519603, -1.720934380435715, 0.970661805548831, -0.088446265197309, 0.151677425110318, -0.164276827742787, 37.253820269146175, -80.400720184221541, 628.779065619614130
1692566555.190817832946777, 0.050896455988735, -0.072415016301479, -1.958538453441870, 0.966999579011150, -0.125738465534057, 0.142196241076021, -0.169946701942844, 37.253820180906871, -80.400719926348543, 628.541461545551329
1692566555.291978836059570, 0.077139956198542, -0.086395585655821, -2.221799367106538, 0.961853131622601, -0.163622227975647, 0.131630999247589, -0.175327122080873, 37.253820054948243, -80.400719630559308, 628.278200632329572
1692566555.391642570495605, 0.109104004052552, -0.098418988825750, -2.489979370384719, 0.953740399134261, -0.208537092936044, 0.118546196054626, -0.181213496544770, 37.253819946622784, -80.400719270294019, 628.010020630262716
